,Hip8,Hip11,Hip3,Hip16,Hip4,Hip15,Hip12,Hip7,Hip13,Hip5,Hip10,Hip9,Hip6,Hip14,Hip30,Hip24,Hip23,Hip22,Hip32,Hip31,Hip21,Hip29,Hip25,Hip17,Hip28,Hip18,Hip20,Hip27,Hip26,Hip19,QC HIP 1,QC HIP 2,QC HIP 3,QC HIP 4,QC HIP 5,Cortx27,Cortx18,Cortx25,Cortx20,Cortx17,Cortx19,Cortx26,Cortx28,Cortx31,Cortx32,Cortx24,Cortx29,Cortx23,Cortx22,Cortx30,Cortx14,Cortx10,Cortx2,Cortx5,Cortx13,Cortx9,Cortx1,Cortx6,Cortx15,Cortx8,Cortx11,Cortx7,Cortx16,Cortx12,Cortx4,Cortx3,QCCortx 1,QCCortx 2,QCCortx 3,QCCortx 4,QCCortx 5,QC Mix 1,QC Mix 2,QC Mix 3,QC Mix 4,QC Mix 5
57,17064.97264,14365.26889,7657.907982,11327.98963,13551.04669,5899.559564,12554.35378,9052.428016,17498.89524,6116.852434,15839.73302,11677.8454,7823.243348,8498.64162,6262.996112,6844.793192,10846.43413,6148.523961,9012.318355,4805.297008,7892.155964,10106.71219,12708.96699,14223.4616,10629.05889,10976.07909,6999.491344,4105.297751,12205.20677,5341.416087,9822.802252,9944.689659,10250.3025,9937.369459,9384.875422,28869.32217,16150.90784,21224.64647,11937.23905,15620.95166,10961.83207,18431.58808,27972.38068,20003.43099,15323.57273,19587.17725,24334.41875,14972.95518,21120.22036,12783.12991,19803.35998,17980.66018,17299.45968,21854.42117,16383.41612,13649.50467,15470.62731,10833.02057,19830.29826,16649.10948,15496.26981,15564.73222,18431.71034,18010.66714,9930.187799,13407.50744,18761.59543,17686.0197,21816.71621,22303.3903,20733.91867,14889.11066,14792.8662,15981.53472,15294.13466,13933.49412
58,10489.77725,10179.77337,7996.610466,8460.546044,9626.365571,5078.306568,7919.874596,9265.684022,10133.45551,8013.364024,7992.313352,8400.45221,7012.830937,6884.791412,6575.323032,7739.718282,8789.007272,6109.152593,6911.468632,4916.858713,5671.684276,7659.213498,9094.383206,8519.51283,5984.310901,7262.463772,6308.639211,4148.966846,7214.160559,4160.572913,7477.443886,7039.462384,6609.237542,6757.130991,7013.209964,9637.864409,9528.703462,8801.336747,8437.391726,7516.639259,7581.465551,7380.35017,9090.054844,10749.80797,7826.044225,9818.727071,8765.883322,7349.901972,7223.707542,7310.955506,10307.43505,8599.33806,8414.159434,10076.3899,8377.717475,7921.652724,8623.145916,7899.489421,10591.13529,9772.946906,9587.513402,11825.35448,9940.318864,8479.479568,6988.739741,7088.474325,10245.22719,7650.798908,8863.820431,8294.532343,9513.749184,8197.405389,7258.655638,7010.942746,7305.267687,7702.539263
59,30123.19061,28317.08779,33944.95527,28069.64529,41951.2417,15863.81586,24719.69108,17577.53765,25315.68665,39968.95477,25477.89167,24704.76212,19469.43752,18461.18335,23920.47055,28527.27266,29704.98665,23757.82203,18116.46775,18643.68926,11455.85807,18082.40348,27244.91879,25884.99639,19332.90999,26881.79158,23105.61394,13821.97322,22121.77137,9402.951289,19967.50924,16873.70243,14880.78893,13757.21831,14354.13768,21943.12925,22849.82442,23136.44431,22810.91626,29113.8511,19235.17487,24944.08564,26169.96646,23378.73879,22417.15921,23173.47169,20438.5779,22115.23229,19164.63357,22738.20756,37263.3576,17974.38244,25460.56683,22154.19167,21306.99262,20703.86587,26796.46606,14991.58349,23917.80179,22762.9162,21975.3536,24007.1154,20415.05036,21878.56328,23877.26034,22600.17211,25100.41429,19029.10392,18392.65589,19336.76163,19773.86662,21692.41248,18090.71757,17011.11788,15741.57181,16926.23027
60,4583.432531,5515.223058,3781.363187,3788.880868,5248.792015,1573.631531,3320.748606,2701.44436,6804.792406,1687.243063,4176.969379,3654.640846,3310.980166,3068.408395,2407.433806,2539.788413,4601.354192,2240.571924,3997.203826,1694.000784,2831.31447,3402.724569,3632.021419,4388.836474,2182.637489,2515.242785,2034.555309,1173.279766,3913.73166,1384.474183,3395.683391,3349.824671,3339.053288,3439.174652,3575.553079,9332.989777,5500.158921,10184.16829,4597.032419,5507.224267,3694.772899,5067.327973,10175.66968,9102.351743,5872.571653,8052.826885,9846.039525,6743.283406,7696.163816,7631.489199,7332.550803,6803.992612,7189.65157,7618.567085,5892.125389,5035.673896,6212.972997,4681.646123,6143.460107,6751.623389,6178.298127,6455.670294,6762.532348,6463.685839,4011.578985,6719.556744,6797.187236,8570.115808,8622.972417,9072.058304,9855.094111,5170.855806,5369.691376,5701.702481,5789.805654,6079.125195
61,8873.672538,8850.334823,10069.30125,10426.6611,14722.95551,3966.239786,11738.19336,6551.541916,12275.28847,5213.655763,9619.32285,9485.182832,7448.39283,9806.204464,6832.340986,10189.75815,11431.10404,4933.750146,9909.926075,5888.029796,7185.337521,13009.64195,11547.94034,10192.14361,8158.11369,8748.587436,7408.937649,3908.506006,10120.88965,2703.450753,8597.899958,9441.371884,9339.403804,10951.51766,11598.26354,21279.72278,20006.22276,20728.27483,24002.60237,20860.31404,20698.63214,24955.13414,22867.13833,18996.33427,21085.03846,23267.99805,22126.10796,23718.04546,26951.3512,28352.1787,20002.1376,15171.94165,9046.574369,12741.71991,25009.08072,12692.37266,11944.41033,8009.839667,17898.15036,10430.0917,17199.94199,9930.010269,22486.50612,11420.82891,8295.068625,11858.98395,15084.38906,21286.0261,24020.57385,24383.92565,23877.28413,15985.33899,14622.7856,15903.5744,16304.43051,17173.76016
62,8459.217441,7755.926079,5790.394177,6412.972293,8596.97741,5063.331682,6105.501516,8688.216807,9478.005581,5590.432302,6950.122071,6729.160622,5626.413097,5323.489978,4789.026449,4261.604181,6389.876226,5139.841174,4984.025659,4830.221007,4054.35194,4522.633121,6864.151755,6599.276269,4385.285517,6553.528679,6640.834102,4836.092625,6108.560874,3943.682786,5127.306024,5297.532301,4758.921907,5140.236045,4793.871348,8378.463544,7711.147536,8929.757245,5753.735899,5945.236271,5183.356916,6075.902226,9103.907032,8329.575818,5460.301758,7809.379366,8588.678985,5442.36508,6480.623348,6285.693649,8529.162915,9492.713787,5867.346646,8081.67748,6193.219725,6414.059116,6985.32965,6791.724229,9543.231496,6755.23372,7320.24523,10384.50184,8041.884994,7316.967435,5666.296445,5867.53361,7065.909749,7182.044047,7371.454307,7805.003589,8003.595606,6119.416054,6090.071201,5441.202151,6184.435977,6286.001254
63,6003.566092,5604.808169,14252.98569,13837.43091,12242.70352,32535.83314,16630.06755,23424.39668,5981.747849,24608.30495,11215.9583,13730.63347,23389.50954,15182.80105,18764.32711,8777.608218,14164.93596,27654.62491,13431.27248,22115.04152,17289.17154,14761.46506,8378.043969,8000.613996,11704.83564,18641.46494,25165.0479,25355.71643,12923.03123,21405.13007,13364.87894,15453.29193,16463.29786,15974.20977,15872.07558,6359.415806,12385.36476,11245.56664,16962.43871,19486.25311,24390.83615,10865.5652,6501.643018,8226.180665,17221.21847,15109.52965,13384.49293,17176.58121,11610.31405,17992.72779,11183.04238,13277.63454,16448.36275,12408.17302,13482.33051,18864.88516,17912.74166,23817.02423,11232.16265,7969.605039,9222.434312,16705.61944,14824.54226,12043.14252,22893.93033,17063.67636,12837.86856,13486.15989,15970.40558,17124.97456,18516.25873,14250.52537,15759.48131,14679.46617,15095.15115,14570.95716
64,17907.00164,20402.48125,17679.47282,13498.5565,26800.72327,6245.788856,12968.4587,10773.10162,26940.47307,10454.35858,19348.95507,13458.20533,13592.36324,9962.265774,13148.87802,18842.19694,25048.89977,11523.21293,18786.66522,9048.144724,11274.31741,22745.52623,14068.55137,15982.67858,8410.986188,9513.722605,8492.15301,4787.702463,12466.6855,3616.815863,13851.65855,14122.01125,13743.16975,13534.25604,13894.8186,27535.64152,22087.96569,28899.54647,15992.58093,18474.06607,15300.36837,20681.0772,30590.97145,40342.62,21927.98822,34488.95305,35006.10571,29965.62526,31246.75978,35518.72721,23209.90973,19628.02776,27861.17761,26683.32351,20812.33929,17229.77951,26397.1248,22210.76828,20597.68956,23530.5382,21498.67646,22018.72468,19533.42573,20581.48557,19182.01237,27384.78582,25193.14572,24520.23204,28260.52451,27501.77,30413.28793,19614.87447,19568.8204,19454.25038,20760.19906,20346.31088
65,126309.2323,132764.1417,83810.3711,88440.27551,111367.2921,44391.8799,74339.73194,67002.22952,123968.64,50399.13702,104479.3131,92475.39059,67568.02057,60972.65476,60069.26446,88902.36462,109288.9125,62579.90402,75676.33848,43279.5343,69785.34125,70350.40699,107843.8502,112547.026,68441.29954,65720.19475,61008.77255,33537.74176,100344.5122,42655.37981,88275.42066,65301.24509,60780.94239,66101.36819,54820.27782,134559.9573,116949.636,140129.6406,81410.64836,85491.71644,78365.66301,94255.43296,101889.8344,136892.6112,91693.04541,102942.3635,107252.2927,82290.1693,79652.57107,84873.81001,92041.79233,116212.2284,96131.54588,96382.2289,77532.08361,85401.83885,72045.81392,86392.87999,118966.7966,103876.6911,117327.4003,82637.87107,97933.62484,105067.3489,79110.37444,83865.99483,113526.6572,89832.2176,85656.28515,95644.98937,88814.71453,93346.33947,90594.62284,85267.42155,66898.4481,70455.19113
66,13214.98644,11503.86195,9162.837381,9855.864695,8737.0913,6644.345289,9487.004424,8495.053733,13543.71581,8045.411917,10075.77946,9249.259212,6775.49595,8144.204062,7967.36366,8645.194008,9094.637262,8080.74112,7994.863029,7131.371818,6291.257751,6934.685705,11169.34955,10696.11336,7892.511317,8698.020286,9452.975774,6929.808683,8543.819793,6222.772675,8203.58983,7156.148997,6554.19393,6554.086494,6571.51616,13405.59654,11585.87954,11013.85587,11813.10506,11183.50769,11038.53577,9327.260311,10591.5072,9824.491583,9687.479015,7448.744899,9745.873835,8342.004218,6865.910158,8011.148317,11773.18378,10206.63434,10157.70107,9854.561656,9726.790707,10662.6733,8445.570764,7569.320838,10617.38172,12087.22064,12123.81896,12846.32841,9501.718489,8318.085133,7402.474877,6891.915296,12389.91134,8746.888173,8667.488857,8952.554245,8733.3318,9170.316203,8145.346594,7709.092348,7681.488672,8416.378216
68,15467.21724,15773.98129,15351.4101,14511.55333,19122.46906,10272.08755,14804.66254,14104.82607,15362.78805,12305.67753,14371.39482,14898.14088,13714.31788,13025.57372,12879.48556,14091.68698,15657.73666,12462.34861,14241.34111,11163.69343,11747.10109,14591.68817,14543.27162,15741.5382,11941.98171,12990.19685,10821.23212,8872.708515,14439.77914,8857.047583,12579.95806,13696.6011,13673.23918,13676.02985,13289.13761,14374.94858,14464.00103,13149.06357,13836.78022,12608.00463,12908.8094,15083.94188,13368.80793,15693.86171,15638.33414,15714.81574,15133.98286,13444.351,13543.67195,15183.1035,14939.40444,14415.05573,13791.42155,14661.21285,12206.9612,12129.24056,13712.94283,12956.58181,14287.70509,13423.4261,14055.44341,13620.10479,15318.7352,11752.07879,13835.87948,13439.63952,13441.72557,13209.00126,13800.66819,13360.48465,13632.59324,12672.62805,13547.24601,13956.27649,13032.21075,13510.58295
69,108504.5456,92759.53156,83660.01061,91779.73509,127525.4026,52327.97181,84688.21519,85447.01501,98847.66593,63936.76437,98026.13803,87317.35547,79408.58689,78855.83188,73010.52384,81441.71599,104725.9686,78504.399,81305.17453,60118.53122,62984.02382,101566.7857,87380.86996,94441.35965,68325.14684,73350.09168,54384.18088,43106.34141,93545.69259,42853.68318,76367.62633,85227.63585,75171.33397,76312.17849,79360.76786,108389.3579,87230.38029,91169.91403,78925.161,79324.40296,76765.52094,101425.4915,95691.57112,103531.3495,99659.10059,104994.3758,106417.9595,88401.43678,94671.5882,106852.0193,95808.48023,96878.91556,92484.28403,94030.68708,81880.66352,68449.64773,89066.06743,77634.06856,91716.95152,86084.45817,87554.56436,86025.01484,96076.09888,75220.82224,81056.07277,84369.14488,96125.27217,81207.78874,88676.33849,108924.2021,104469.0762,84688.49349,92894.98385,87499.07357,82082.35819,89954.72904
70,13757.77274,14379.37677,9831.554351,10019.18921,15122.38276,4895.064177,10565.74117,10557.80063,17249.48668,8175.117573,12438.58644,11238.21751,9120.501465,6847.760921,6994.859261,9550.402795,11941.79922,6387.843833,10217.56084,5159.100529,10403.73356,11482.76606,10928.05978,10311.99973,7780.69462,8070.912067,7203.687874,4019.97741,9252.316019,5514.269055,9384.87285,9516.381838,9607.349963,9279.181259,9328.832502,21715.32109,16459.35819,25649.12022,12349.66035,13385.88552,11733.58113,15911.00275,24779.99101,25634.54737,15713.64858,26306.47887,25876.06311,16994.67182,21502.73672,17045.777,18377.96042,22231.36091,18558.45979,20547.45548,14853.26522,14503.92364,23274.58343,17391.13142,20742.35681,19181.65512,17544.70325,23633.90225,18245.30258,19340.02789,12682.21445,16758.68712,19347.35828,20705.92302,21647.96868,23153.50271,24613.40803,14201.96357,14106.11754,14105.83058,14683.66776,14692.34664
71,25450.90329,16088.17487,13791.05056,26624.96497,29793.86131,7553.341199,24069.38022,20444.77602,20806.86362,14372.98688,13021.51666,21933.48776,15697.05214,13304.81323,15319.23041,11532.56121,14422.45535,11953.46567,11287.20183,9391.118655,7854.18514,15209.04377,26744.13668,15120.79323,10411.75901,23300.83941,13928.63507,5177.954823,23992.62925,3425.112245,14832.80768,11103.53022,9541.901261,10752.4874,11331.98218,22101.29577,16734.79431,28726.86554,17230.73583,17725.97986,13160.83524,15713.54785,26187.94753,19765.82191,13119.24587,17124.63934,19842.01837,16531.81664,14852.22386,15530.42835,24461.77915,19393.20108,16876.99917,19213.8292,19212.96136,17597.57048,17537.45839,14137.36299,23398.27173,17161.33482,20909.91385,22327.35621,15123.75818,19898.91511,14852.75973,17630.52645,22252.10199,13674.64963,15009.39171,17772.4917,19546.14524,15817.53976,12182.06258,11620.12977,12821.09727,13720.43151
72,58515.83575,49938.68958,42113.71177,39355.40263,56131.03529,20879.44706,43626.5189,33625.23852,60396.86486,44944.82841,49119.86266,39624.19744,31411.19696,29796.78235,28327.98288,45025.73711,46272.89411,26827.68964,32854.29008,20451.86252,12911.23948,37515.87598,48211.94768,41640.22199,32802.72038,37917.6661,35423.07166,17122.82215,33810.36825,8964.020217,36403.70122,34359.70387,31780.66138,30203.27383,30233.56833,61271.29166,49931.05637,46509.08503,35648.79563,43537.27796,34837.76701,51447.40795,56344.121,63276.31128,45159.53379,51079.9096,42782.01505,50801.80629,58184.07009,51891.44474,66840.02812,31031.97638,62471.61556,45095.72541,49649.67606,34787.73279,54049.87489,21040.19934,52364.21489,66377.67326,43297.09607,39610.82691,42290.86505,44271.02688,29003.61741,39663.84634,58618.78096,45149.6205,48591.97319,48840.20672,54363.7736,45284.04893,41701.43903,39682.94768,38490.33686,38707.11735
73,113470.3737,99334.31709,60481.77756,76675.91842,89325.75157,30767.24455,69865.5942,50180.74032,104169.6857,71404.74672,96610.80207,72988.15915,46904.97736,51583.37364,53296.72955,72188.83607,84644.51518,45419.9307,51982.74912,27806.47267,27314.2017,65368.47372,77144.24353,95447.8742,52178.9719,64938.84517,60605.92726,23572.13988,74243.28697,21611.5033,60392.39725,46353.09674,40939.25641,43904.5779,43934.61334,105531.6202,90862.93767,65958.69688,67036.78148,76304.92531,53008.61436,102033.6463,93492.81059,90518.2361,86775.96053,80809.20933,75762.43236,64282.36403,89068.79522,82389.38413,111534.5048,68189.78624,91307.09792,79823.92458,71131.43321,55113.46305,84853.85024,38572.56215,93997.00048,97267.14991,74507.77316,70321.64779,89043.71673,67498.68676,43773.45731,60453.96068,95663.23397,61964.19711,63327.35072,71014.68114,75100.06242,67731.93538,53458.91567,49958.51856,54983.10882,56813.96278
74,34264.53177,31586.04046,18223.40346,25362.89058,30278.80193,10006.29305,21920.19928,16441.77306,39305.84207,15349.43059,25018.80726,24447.80506,15652.19251,14468.66786,17766.1629,16764.15563,26925.54527,16121.83177,18697.11168,10078.45946,16523.36939,19399.15755,29755.04046,28196.25519,18618.55085,19432.97279,11220.00844,7573.755721,23222.64889,9969.779598,20670.86445,19121.72461,17131.43775,16837.41724,16866.04347,36837.89673,27524.5927,42996.04332,25812.29837,22194.14725,17324.75456,24343.53805,42372.21386,36214.61521,23788.62746,32903.60378,43380.56775,22478.07022,24476.82312,23724.41129,44693.76557,32580.95154,28836.2812,40963.56426,21942.62679,23946.72783,26307.80818,23538.62775,33855.39386,25009.28009,26369.88667,34006.99475,27476.61454,32260.36898,22130.36538,27860.09465,34856.8192,29979.08801,33113.37607,32838.37969,37257.91041,26694.55897,24037.01996,23041.403,23159.58475,23205.78966
75,2567.018704,2421.528593,2310.749305,2959.68664,3104.72257,1410.778144,2730.832518,1873.822365,3838.273667,1357.301851,2879.584507,2491.909805,1917.599376,2738.856612,1776.824946,2320.050625,2349.212016,1569.144719,3122.073721,1497.229059,1288.460232,3087.55731,3414.110305,2396.20957,2178.449059,2475.113355,2220.438269,1641.443754,2793.837382,1160.772506,2791.272524,2687.667419,2613.607523,2778.465037,3024.848312,7318.076837,5117.342998,7021.065713,5134.841639,4800.515036,5010.847732,6175.705578,7040.917702,5168.833761,5183.654519,5182.214189,6003.585825,4959.416795,7338.158798,6618.829618,5792.316281,4350.238709,5495.469863,3362.601535,6960.866098,3608.804308,5418.007938,2882.869065,4748.982312,4695.501084,4323.269014,3531.524598,4856.10466,4666.024592,2329.762383,3873.942379,5333.391824,6067.881249,6479.270363,7034.017766,6919.287759,4523.882506,4130.212797,4757.471277,4650.422066,4804.824154
77,63645.45152,56245.03537,38770.59939,44773.83701,68272.53961,21088.86843,55911.28799,38163.71275,80903.08934,25416.22852,61701.82783,44124.60242,43050.52859,37405.68207,29561.39267,35413.20313,46327.80295,25392.51493,45164.49093,20126.38427,23845.17851,44390.59652,51830.48544,55863.61598,29400.8642,33797.01156,34845.59248,17469.10476,45465.53406,12583.48512,43694.39465,42966.24026,43149.82355,41818.04797,42284.24414,128075.8512,70523.9592,100708.7155,56548.44257,67750.82683,61836.22406,86118.76238,115429.3669,98407.23616,71981.18756,87706.88144,98191.1347,85732.04907,99411.04327,95580.91314,81333.35511,78435.27392,111995.1517,86825.19287,86515.6943,66100.5344,96816.45689,56222.21972,72804.10777,92851.13855,69803.04349,80185.33598,70095.01995,81682.17462,43200.95157,70441.31241,93217.18417,98204.4686,108152.4547,109580.39,123116.3231,70130.06982,68608.298,75089.82264,69872.54197,74105.52506
78,3976.73556,3297.017201,6397.240529,5364.445872,7606.682569,4277.869884,4607.520451,5326.097012,3900.534344,6209.259163,5395.578919,6714.347716,5606.472103,3212.439526,5138.192381,3775.033498,7817.378909,6590.245204,4376.522235,4079.084422,5453.78561,3655.809846,3893.175722,4357.597173,3567.85617,5130.862169,3024.479884,2820.055947,4398.065012,2903.844449,5050.629892,4311.814107,3996.699762,3553.729112,3225.969643,3033.689381,6026.066672,7478.963481,5081.202341,5347.363534,5773.748778,5040.377538,4783.038024,6642.600842,7698.399375,9918.95695,7276.456627,6434.883445,5680.930162,6483.878821,5422.306817,7456.763837,6753.793243,7527.056748,3908.445397,5966.37756,6345.649143,6517.635352,7132.412345,4242.103575,4792.644272,5535.551423,5800.977517,5283.356331,6565.46724,5751.198148,5909.606712,5379.623294,5707.246841,6277.541967,6469.688417,5859.75594,5121.194081,4723.337777,4385.289322,4519.042665
79,5127.454829,5640.700529,4635.656989,4056.099123,4763.093588,4292.654615,4143.074213,4380.263952,6337.756528,4577.897491,4761.470425,5674.146104,5480.454355,4474.535077,3637.728497,6415.848133,4470.583486,4139.820448,5882.064673,4242.695043,4913.639255,4514.365333,4248.323202,5433.25374,4503.854085,3815.270879,4275.803493,5325.336344,5091.448411,8534.853979,4638.537765,4748.58227,4795.832877,4702.429588,4459.348381,5832.409837,4573.085642,6107.798008,3245.913065,3264.89312,5154.171739,6248.80755,4608.6673,4840.619498,4869.614966,6076.403208,4716.394193,5267.360273,5561.575533,6417.854319,3974.735183,5625.137682,4945.272014,5103.441479,5345.727278,4146.104117,6005.028436,4543.329562,5132.09558,4879.820685,4860.933371,7782.204309,6302.677457,5300.760055,3393.422305,4488.506927,3829.264352,3969.614862,4472.13091,4606.758966,4661.52092,4687.99177,4355.702586,4494.30685,4594.138519,4451.760668
81,163666.08,167301.5085,100823.2641,119432.1524,103089.1158,67226.90927,103341.2604,99995.68806,189101.3907,96232.1535,129798.0501,119362.157,83801.69896,96040.70585,92570.36234,104528.6873,129772.8836,104043.1506,102140.8074,69851.86606,114515.3552,104318.8863,134993.8501,130716.3389,90048.55841,96428.99063,68424.81982,58547.12333,117292.7375,60836.30547,108484.6576,90475.84678,90449.23897,80278.79352,99332.93881,162308.9384,161479.0888,142025.1341,142863.9856,122174.0389,106381.6822,105656.4878,148239.5307,179210.9444,116959.6584,165306.9994,149486.4041,108598.3864,114231.7094,103569.3295,153583.9506,153787.7064,106737.1387,136929.6869,111936.8916,116527.8264,117020.2853,117349.9371,176335.8197,135389.7939,155238.9703,143147.1683,144375.405,123937.1707,120768.5199,108103.8706,153398.9012,108617.4357,109770.7124,115284.1614,119841.102,130088.6377,102457.1595,95358.48649,110716.0043,103668.4138
82,17258.46096,13730.56979,18513.52502,15150.55365,25355.69436,8989.625323,14843.03458,18938.87845,18461.8827,20390.73028,16519.88525,15696.62233,14913.72719,10436.95626,14871.61622,11717.723,19299.33894,15677.66385,11300.75424,10156.08123,5684.897505,9195.840162,15006.90577,14371.11675,11371.21927,22315.6334,19091.96923,6905.459069,12700.71992,4312.745136,11631.80439,10038.5,8457.96002,8145.584836,7865.000222,17658.50525,15243.90144,16380.25343,13801.9834,16287.99554,11204.92406,14639.4124,13415.47044,18948.5466,17433.23337,15753.97496,16515.47447,13756.74083,17700.82916,12946.50873,20469.01034,14438.77302,19051.15087,18050.10423,16137.32032,16772.90181,16710.95509,10406.09212,19953.26428,20947.06971,12593.0782,17333.6672,12650.69225,16437.0304,17019.46599,13209.2775,18651.23946,13206.57086,13140.72165,13890.91433,15090.61263,13940.59356,11940.16202,10733.17367,10939.59215,11038.42486
83,61674.97318,60425.55008,36707.32762,46534.19663,57383.79237,23514.79748,45301.86355,35937.50454,78709.64173,29138.01293,53054.23626,49334.97388,32352.20277,31797.50195,32060.12627,33034.3376,51481.92443,30796.18721,41751.02558,21332.32794,35623.46314,44675.13197,49495.18877,54597.88585,37514.0482,39655.55907,23227.24069,18673.83688,48888.23041,23200.2049,42661.69011,41073.90538,41156.90547,39329.16898,40005.68158,88162.42976,60650.18062,83266.82366,48719.67115,50838.90634,43994.46334,53001.25871,92836.92149,73838.38813,49840.80537,67744.68715,82012.00756,54596.47905,60143.70899,56098.09291,78074.60828,71685.74034,70695.5846,81668.18377,48542.62972,54655.30498,57687.31813,52827.57237,66379.66765,57187.77307,58263.58833,68214.92548,61969.77566,71403.48413,45817.56472,59031.48196,69102.56455,68934.70829,74201.33845,74080.34803,78441.96357,55379.96715,52334.3682,51098.70481,51239.90414,54411.15079
84,38460.06393,34933.76726,24888.33446,33532.15987,31961.16166,15944.47633,33906.64966,21443.61396,45405.10437,26187.86021,42684.83861,32955.52599,25533.71985,27731.94236,22874.89862,25112.49456,27601.26951,15935.46581,23548.04821,14696.02079,9747.793588,35240.94449,32291.25654,34662.6986,23055.61293,31372.72645,27168.97949,13915.69447,30761.5002,10319.55248,28322.6313,28146.91622,27300.03145,28670.40378,28815.43787,63433.02571,61378.23907,38876.47425,50413.07873,46591.52602,34820.25663,71738.92941,51638.59597,47876.19621,55852.68916,45202.06035,49584.01385,36974.69526,66902.42503,52592.3945,79965.63519,39132.14849,52581.19976,30898.80703,53618.61804,24978.61572,41070.0228,16966.44304,57124.30784,49697.16293,37330.19267,28245.31562,60657.23627,36052.12718,17312.74353,26763.77827,52404.74409,49866.29704,51445.18771,57912.21766,57133.08369,40832.9973,38080.32105,37792.50397,40141.36018,40739.34078
85,173131.4134,162882.5314,138557.452,118342.5448,133898.5355,79887.94699,107492.7796,110200.8302,173469.0158,159828.1006,132694.8237,135477.334,86084.12347,103242.2323,119876.6346,132234.3608,154972.9397,110444.4624,102955.7377,88183.86921,110691.403,99650.85182,135298.8581,124989.1305,107910.9556,107713.2303,96503.53454,72961.56075,110291.0252,87433.99003,124679.027,106384.1799,113488.0639,105584.2819,99049.2975,131628.8649,135322.4122,157294.7481,128762.7714,127354.1934,111581.5986,120881.7939,140250.0473,161850.5815,109582.1644,133373.5977,122248.4421,111691.0917,101227.1849,95141.9977,183614.7933,139714.5731,124652.3237,131806.9647,118621.9336,125615.6475,115994.5744,111335.7528,164146.4393,131024.3239,150504.9029,167282.5155,128738.0231,124804.4814,127537.2728,121177.1679,170680.2284,121238.8645,117073.5319,121589.4189,114725.8013,131697.7641,121759.692,109751.1675,106866.9871,103111.1958
86,9123.906395,9796.304997,12828.4229,8054.51362,18599.18873,5216.513346,8908.646791,8211.384631,9916.913434,10201.88578,8094.857616,8085.200308,12617.24803,7051.743763,9752.936424,11667.71928,14827.34301,8800.334776,9377.760352,9151.171338,8079.605571,10958.75481,7373.528468,8338.289642,5686.603631,6347.649304,5798.800396,4276.838157,7735.442627,3820.527169,8972.126341,8851.351086,8132.562382,8574.809039,8566.588393,9538.721461,9509.884136,8443.872135,8147.337718,9043.183263,8652.691015,9585.43997,8288.250869,15272.93063,10831.75886,13373.70864,12911.72046,14304.86423,12794.73538,13853.56651,10577.79625,8380.998854,12647.48128,19277.23787,8704.418899,8819.524507,12856.94366,15278.86347,9876.021861,10292.37747,9200.315692,11782.85902,10024.82817,8813.155983,14447.11955,16317.06521,11863.09867,11333.67858,12374.79193,11949.40594,11729.22852,10401.9147,10643.70109,10110.3904,10732.87279,10731.83642
76,31720.06845,32898.15083,24041.32729,26585.64166,28044.27089,19741.65886,25752.45273,22385.97607,34989.88297,20465.86324,29702.86194,27475.53987,21487.96239,22703.17495,21214.15266,25750.86664,29844.16904,19636.08141,22780.95198,16845.39918,23203.17666,22979.38659,26636.56107,29127.59458,21034.2443,21781.86062,20289.31943,14749.37569,27122.18259,14353.33413,24280.83419,22833.69298,22078.61737,23782.20385,24604.20677,36100.27131,31286.31896,33535.42267,31181.27923,33057.05897,29642.77619,31961.05692,35561.92236,34963.10665,30899.08106,32730.0193,35345.78253,33815.96366,32241.68935,34141.62097,34242.43988,32181.73044,35541.21699,32786.75694,31763.1016,31351.73032,34423.46773,30037.23674,31453.35883,35580.21455,33061.97754,31530.58294,30511.03645,31163.94818,26200.78309,29821.43279,35611.53813,30782.74674,33104.47918,32218.26559,34352.4862,28533.08258,26762.26823,27953.56926,27150.79972,28310.32151
87,16464.58474,14756.76655,12485.52191,16367.75326,19362.05926,8199.91797,16187.7811,12493.38559,19848.58316,5542.817057,16453.16082,16708.68467,10734.53067,10851.33979,9035.707237,12010.62744,15503.90916,7972.911378,14348.41944,7030.629072,12328.62201,17191.5192,18176.73822,16906.95694,12712.17492,11078.64192,10338.57243,5429.773737,16568.46497,6837.280715,14523.24667,14588.47293,13731.11105,13544.939,14074.55424,34101.51841,22720.61633,36639.37734,23694.94944,21108.50012,17155.57267,24045.78992,32941.2491,26768.02421,25750.51502,29210.88141,32151.39933,22355.14433,27996.74915,27632.34973,20651.50374,23328.49496,18740.20497,23962.78752,24991.21373,18696.97398,20454.43465,16317.40007,25544.9304,19869.04704,23611.08348,20485.57296,24882.62802,21709.41204,16346.13383,19487.46823,24870.44701,27028.5251,28325.81323,28384.41615,29743.81328,20536.30541,20501.1553,22116.3624,19770.54899,21646.70386
