,Hip8,Hip11,Hip3,Hip16,Hip4,Hip15,Hip12,Hip7,Hip13,Hip5,Hip10,Hip9,Hip6,Hip14,Hip30,Hip24,Hip23,Hip22,Hip32,Hip31,Hip21,Hip29,Hip25,Hip17,Hip28,Hip18,Hip20,Hip27,Hip26,Hip19,QC HIP 1,QC HIP 2,QC HIP 3,QC HIP 4,QC HIP 5,Cortx27,Cortx18,Cortx25,Cortx20,Cortx17,Cortx19,Cortx26,Cortx28,Cortx31,Cortx32,Cortx24,Cortx29,Cortx23,Cortx22,Cortx30,Cortx14,Cortx10,Cortx2,Cortx5,Cortx13,Cortx9,Cortx1,Cortx6,Cortx15,Cortx8,Cortx11,Cortx7,Cortx16,Cortx12,Cortx4,Cortx3,QCCortx 1,QCCortx 2,QCCortx 3,QCCortx 4,QCCortx 5,QC Mix 1,QC Mix 2,QC Mix 3,QC Mix 4,QC Mix 5
118,4480.828705,3773.576168,3833.603598,3553.1726,4603.831386,3130.431813,4915.587563,3225.949769,6514.607633,1723.761607,4577.451739,3634.923726,3812.523657,4538.045241,3265.924976,3421.924438,4529.311984,3273.159127,5961.755322,3825.356101,3841.79824,6212.663379,4503.564491,4472.118819,4676.094497,2965.648221,3657.505016,4054.217276,4829.725159,2482.80075,4304.628211,5054.293395,4808.267058,5749.404259,5787.252498,11995.5586,8677.095413,8427.543654,9849.889927,9921.722188,15776.61156,9374.048775,9271.463425,8888.317981,7472.690696,8013.019489,9278.168092,13468.56371,12410.77174,10796.63985,8781.42016,10404.61538,6759.663012,7876.929848,11734.78091,8096.111897,8702.405109,8363.471563,6659.896104,4801.93187,7641.766785,7110.002286,7975.993151,5831.817784,4619.497754,5314.655896,9180.282274,10895.35539,11387.03532,12278.44446,12793.33469,7118.900411,7262.188136,7608.132364,7963.513018,8581.695808
119,20383.08141,18625.03287,11780.72434,15926.86823,14851.06,7791.35882,14097.02472,11005.43426,26269.63273,6229.308687,17549.06005,17111.96821,8924.357231,10371.58691,8373.409918,11859.73764,14706.91856,7416.984083,11409.74813,5168.463908,10865.0688,13734.55628,20980.40607,20346.63847,14561.16707,10728.37451,10264.49362,4856.59503,15904.66469,6025.243939,14164.23941,12558.74874,11676.24758,11430.65828,12236.68737,34168.8973,22197.29511,36515.8882,23148.54836,20924.76141,17106.76755,21700.24226,28329.88353,24556.36879,19987.64588,23973.08323,26411.23987,18363.36775,21481.94272,19435.41027,19801.40789,23885.06294,15442.1091,20571.98021,24727.31648,17744.16971,18246.67372,14910.81856,27118.79093,21552.91304,25595.39481,18798.05729,22355.28191,19863.52111,13209.20909,17919.55378,27106.35589,21900.24633,23522.70919,23966.80543,24896.4129,19974.85675,18098.98907,17762.43714,17290.49087,18295.08462
120,41823.31485,37755.85171,53430.75648,35140.21924,36024.58659,46099.74598,37121.44337,20908.69957,36893.24666,48944.37359,22930.49897,37223.24694,31698.58205,42773.41656,46659.49222,61212.8995,63065.87914,50638.92848,50744.3787,57216.253,50815.72388,33693.907,46870.17897,48477.50732,38657.77867,32707.58215,26976.57286,41448.46662,40132.13436,45978.57876,59039.79945,51789.93435,47894.88868,46199.39102,45967.24152,49076.84619,41726.60624,48772.04114,64977.2214,58997.94723,42931.17058,26277.06871,40091.05287,37395.67495,32233.49554,33651.69822,43593.83391,40784.25819,25236.85874,30601.0553,52896.11565,47580.28316,39684.33044,36815.51087,35962.63813,41397.46465,28545.82396,59987.5652,43567.34522,19442.37708,49912.34572,64907.27428,37141.66631,33716.19388,38832.25409,34622.04587,71502.15604,52982.52152,56128.02881,59419.19874,61077.75125,61361.84179,53212.76875,51838.1057,52143.35084,53348.66265
121,111417.696,107497.1708,76790.63142,77714.57901,81425.57369,49593.29513,72697.73911,71685.54722,109783.9688,62984.89528,79949.8523,79907.22725,56588.19573,64371.66628,60040.37799,76451.44086,97596.24157,69474.82538,66004.76832,47061.64145,89915.71548,60644.44507,95215.96434,90266.56076,60493.21757,63252.47343,56156.12567,42206.99445,81447.11391,52455.07627,64537.56743,58725.22638,54941.38522,56950.02426,58849.93441,124736.9288,106546.2334,126382.2096,97079.98743,91649.39833,80193.91222,81308.53539,102546.2661,112915.7255,91944.9505,109534.1192,114044.8814,81709.53946,81213.90782,81657.81741,102866.7357,100790.7309,85022.32553,109267.8613,73852.49095,95259.10181,79923.63215,81720.29485,100349.8689,107971.3353,104355.237,92785.35428,104592.6947,83199.39534,83772.95116,78483.27968,104344.272,75721.32898,79829.0763,82012.36397,85141.9491,78979.17306,64432.71078,67054.10892,65860.49784,68151.23043
122,16572.10637,19051.89491,13069.01456,18876.81245,19034.74155,11537.1575,13481.77342,12674.72166,18356.72966,13659.5622,14370.8814,15419.97988,14868.2322,13784.3356,17568.42639,17433.38052,18748.98011,11250.18924,14379.16095,11198.44966,11250.75239,14849.53121,17711.60769,15972.04268,12634.9052,15220.90552,12992.3834,8721.772827,15946.744,8118.228349,16447.77463,14239.5163,13922.43136,13085.5122,10502.42239,17635.34353,15124.72672,16190.08135,16669.55899,15782.75466,13196.10877,14035.49066,16093.75943,19400.20824,17995.32385,16895.15091,15271.938,15009.053,16055.57423,16129.0612,16377.60566,14946.04432,18125.76076,18055.46258,15539.24836,15248.54443,15575.11569,12332.56288,16495.29279,18863.91193,18343.86096,15445.91129,15817.68648,16063.50909,13405.25484,13852.19649,17994.92266,14114.52465,15769.98101,16563.99027,16000.59077,16718.33228,12966.23024,12985.96239,14417.75814,11908.95835
123,79227.99885,77043.2064,77983.12116,76589.89186,74286.98963,71291.77649,72175.30809,64744.1933,87354.39399,80320.35505,72404.67402,76595.72997,71687.2189,68042.18984,77156.26437,80291.52932,87655.52411,75704.42405,76960.59743,74953.82342,75510.21771,74865.10394,78053.91782,85084.09279,74942.28708,75531.7769,64470.51734,72486.33611,76463.0814,72976.84273,99156.27215,88203.60348,85693.92914,82799.00032,87398.87055,80412.59934,81344.98739,81662.06056,80963.11353,78971.88146,72914.81789,71550.89905,74185.31677,75897.76009,68348.31674,79301.39542,78536.95337,69570.61708,69660.72778,73223.86678,82195.69886,80174.59562,80163.8141,75969.43166,76350.97708,73084.82701,75283.82984,75584.4867,77585.3689,76992.0435,79217.8557,79136.76874,75265.00715,73294.44627,71476.71903,76454.38498,101753.8354,89633.01992,96729.63994,99557.62571,103373.7334,89802.4242,87510.16489,90226.96539,91377.98065,93698.99129
124,30799.47317,22808.76278,12932.58551,17942.41062,26068.01992,7207.863244,22521.98915,15005.70051,25262.54673,18383.91664,19808.57137,17264.32482,10206.13971,12767.95467,10639.32406,14711.6646,16368.37118,9223.076885,9454.666585,5911.107457,5242.994163,14579.23319,20206.82593,18951.46317,10922.91796,17920.64197,17683.50629,4764.151502,15760.99275,4115.524107,13681.26732,11548.84879,11411.34885,12490.30782,13106.06447,25680.73204,20082.85184,18709.39966,14906.34153,16605.52248,11469.92764,28503.99817,26475.03385,23833.89255,17290.25376,22244.08979,17447.86638,15577.38744,22217.53753,18310.8873,29437.56206,15498.60272,20577.14862,18714.94967,18824.38092,15246.78982,18582.70557,7643.930388,23445.34146,23204.07892,17573.48845,15758.67437,20636.26543,18812.38624,9611.127215,13831.70571,24977.14404,18975.00536,20004.30894,19685.49067,26520.95524,18146.93696,14689.10737,14686.43446,14859.66986,16319.65095
125,89641.44359,90464.46063,64296.58726,85162.01538,108165.1763,36864.94509,97591.56944,54101.38489,119188.4112,52078.49862,91453.45895,87940.5215,56609.91554,68858.16576,56285.21124,84269.16514,95906.02893,37321.41533,77978.92191,46449.39963,49974.62885,124565.2013,102068.6172,84382.92992,71183.02371,74289.01385,58243.969,29178.05243,85962.21694,20225.27269,81837.43162,79153.98243,82778.45199,82843.73096,94780.50896,148220.3227,140987.8792,169091.7012,171500.7971,133577.8508,118956.8833,158233.1308,191862.531,147534.6141,161018.2792,157715.7873,191643.7694,161581.3693,184553.3883,162472.7446,168528.9945,114326.4915,63330.26412,100892.7487,167176.4166,92007.49276,87992.68849,59261.92364,153593.7603,86610.14852,137691.2641,77890.33884,144104.8609,94976.06599,62225.92666,87980.7008,134683.3011,143180.6048,160770.0718,167341.0805,186220.149,113479.878,122688.5907,121022.5592,130428.0034,130847.888
126,7156.634935,6935.56942,6929.806643,7451.802299,8563.154332,2753.220352,7122.827185,4181.417084,8383.815609,3709.357403,7330.0211,7671.936118,4866.753905,5488.316919,4320.971647,6242.864448,7193.72954,2982.066063,5753.312247,3545.510417,4271.927856,7669.643831,8887.920193,6501.773629,5277.068955,5645.095552,4099.883119,2607.602916,6730.703802,2153.313914,7149.470426,6736.879641,6515.358055,7153.010708,6787.567769,12905.61458,11981.47662,13305.61021,13258.83035,10815.88429,11134.86008,12637.50593,12726.67421,12594.26929,12686.02285,14313.7495,15030.60167,12609.44823,13413.57816,14256.00192,12181.69595,9595.393513,6046.501428,7771.625321,12643.02574,6888.657754,7594.15714,4133.138987,12586.57217,6797.08379,10822.0605,6008.160053,12782.77084,7591.091995,4520.882108,7477.867295,11643.50739,13808.65233,12084.9237,14755.53155,14578.25921,10104.19821,8407.617111,9451.16887,8957.508319,9971.361721
127,83877.01287,82499.59298,48058.82795,55753.2409,60667.28842,25907.20627,46950.56865,38300.65443,110719.7806,38625.45405,62040.60275,57048.30804,30100.8927,36692.18588,39551.55413,46092.2707,68993.16572,39454.25173,42941.87274,26212.93707,34330.85157,37079.8802,68125.49114,70443.01406,32301.43883,39126.11001,30920.02712,20463.17077,52063.14852,19163.88316,44798.70941,33652.95201,29212.43992,29442.40232,29981.01821,90012.6532,78334.2276,107324.6222,74000.72411,82011.69628,43491.74384,52982.3748,111281.5728,69483.14503,50377.4304,56770.55225,81346.94262,48899.28072,47098.94169,46631.15671,98364.64702,68290.41855,58789.09186,62113.44897,53974.65787,64768.71851,47223.4236,50198.99433,75643.44795,66381.65,87179.5591,93429.8644,65308.46976,69894.60103,43993.78589,55347.03943,94633.7454,51541.00596,54502.49703,60922.74488,66836.73195,57040.64334,44822.80119,40783.90172,42725.55812,43474.18738
128,193585.7386,173215.4609,202504.1883,203751.9848,296305.8447,123612.6853,218897.9928,134957.1891,156493.2827,236282.6858,149663.2376,165421.3044,143146.0992,152106.5688,129495.7697,161260.0094,160014.6075,151054.9896,130930.9641,129174.4617,66926.78228,118568.2833,155863.4967,177780.7766,113807.8772,184557.4283,191526.9265,104768.6212,165048.6536,58646.9052,119688.4552,116195.6778,103354.2043,100523.7323,94888.23045,160667.1573,175555.5035,156766.0175,168586.4476,210755.1876,154345.079,214610.4726,185231.8265,163530.3428,146927.8926,156070.3831,134989.4488,162601.0494,162071.623,206580.8606,239671.5425,118685.6319,202452.0064,139187.9119,172583.6869,136067.2226,206521.6142,98581.54635,163785.2676,164223.3968,161170.4911,178592.012,155555.7438,164393.0931,151663.9457,177579.0693,137405.13,120759.8001,123258.6378,135173.6328,144362.7602,126745.5442,118474.3194,108930.8337,114024.2367,113649.7818
129,8310.26679,7303.00965,7253.447662,6511.457988,8593.509118,2907.693764,6554.132874,7830.331893,9576.460194,3546.782208,7504.619339,7708.727617,6026.227987,5186.043538,5102.316467,5833.901351,7129.30413,4202.176305,7327.56498,3697.381109,5548.788444,7780.422352,6976.035655,6516.525482,4536.059608,5522.079526,3842.561847,2378.916018,6681.447614,2785.56651,6160.301145,6562.751217,6553.471288,6662.720259,6244.096193,12455.97318,9826.533541,13172.73618,7624.504437,7823.035428,6877.315122,9061.66041,13628.09248,12345.13589,10369.89852,12626.64491,13935.3148,11081.01922,11638.33744,11428.69061,9939.00019,10079.40043,10774.84609,11480.06491,9925.634507,8645.501504,9730.657013,8388.467648,11487.95981,10905.67157,9285.485967,13230.05053,9845.865999,10619.2647,7659.505644,11503.27168,11269.0465,11645.36633,11674.63303,12306.87974,12991.46717,8439.85789,9146.648319,8777.830745,8769.432452,9299.082723
130,64343.2349,53757.24471,33813.57339,50758.37429,47614.86552,15968.57615,36514.67746,41316.95816,60044.17625,23353.07778,43308.64293,47253.36263,29707.47604,27901.60915,31423.06778,30030.48274,42537.15499,28245.48016,30212.29131,16913.20891,31995.57114,32944.08068,59026.13663,44635.5217,28224.22056,37950.0087,23410.50388,11181.44503,44360.8694,16186.70053,36578.35103,29473.32286,25624.24456,27471.46075,25575.02072,46975.82872,44221.6815,70689.54304,41854.35266,35099.07227,26305.07545,31929.83015,54831.95826,45684.07302,37204.94416,42496.83927,52443.20651,30203.89705,27808.34191,25794.11681,56073.01506,62077.70863,30466.51783,54112.80997,33114.07522,45158.43505,35655.48672,43458.11822,66126.45492,47480.10962,47731.19607,49487.25996,46170.62113,48310.35128,39759.79687,36034.62915,56725.18113,35044.79675,39456.61933,41183.59544,41637.90195,40668.11781,33538.1818,29958.37577,32328.52245,32041.208
131,40448.30043,27383.62632,25609.85545,24849.02778,42374.24835,12006.06618,28440.4613,18288.89789,29893.14612,38309.66347,24229.89149,22355.29039,14755.80096,17121.23556,15822.59945,25256.37521,22282.56187,16512.24636,13516.57162,10911.2382,6198.781805,15557.87965,25625.41002,26982.43222,16148.65598,25635.68086,28838.89986,9433.40118,20731.15336,5777.135321,17540.74743,14107.96266,12530.16737,12377.56832,12294.09406,30969.76983,26852.21405,21873.07398,20824.8602,26814.68001,16097.36674,37974.9453,28198.0131,31924.66681,22691.75385,25332.09933,18945.17805,18831.58572,25376.63683,27278.65939,37672.57809,17257.8999,29150.04199,19194.63061,21938.92042,15704.14009,24909.3805,7877.721334,30196.62171,28954.92289,24734.63865,20654.85654,22501.79846,19118.1492,12004.85527,18290.48889,27930.3618,18775.29456,18053.12427,20681.79911,23314.29414,19809.42599,15065.55944,14714.1565,15289.68123,15328.95368
132,452284.1405,474537.1414,440274.5748,470769.611,461347.6072,378554.0952,380662.9341,449453.0342,462447.3547,388668.9055,427366.7612,427067.2956,419616.179,348833.7803,421287.3113,400471.1324,452471.3509,440806.8367,428381.7661,368373.8298,472103.7775,337177.5798,476870.119,467800.0066,392720.2803,439061.8828,323476.0161,304782.5506,438976.2741,390575.6392,412233.7897,351120.6988,324971.4344,338168.4403,373750.2317,420739.0754,447145.6429,511558.9402,431171.5001,397514.1169,296457.6091,368406.8668,464410.3886,424866.6054,415530.6467,434751.8702,459663.8192,354349.3112,359022.5096,327368.5987,410180.1567,507251.3332,365339.0735,466300.6739,364414.5166,427888.4833,365143.346,484467.4705,508428.2318,396607.0281,464196.7185,469083.8874,450168.2621,472302.3271,476007.2907,405266.6121,463134.0612,366754.3973,389086.4996,401778.5435,420576.0215,429986.5471,391315.3198,392356.8396,386180.6847,374207.9383
133,177139.351,189961.9053,103074.0892,166920.1994,158326.7609,86374.20819,129705.9514,99266.84968,172640.3262,83274.38067,170537.9985,164155.6805,129702.8647,102404.3745,80774.25861,114787.0014,137310.0212,109322.2509,131627.0086,73203.94457,147751.2896,120090.5099,180853.7434,161692.9168,117875.6117,141501.7002,125688.9524,73386.1836,157682.6144,109256.922,136198.9883,133906.4035,130944.9581,130829.4917,133944.2017,146123.3802,165958.3069,220670.1779,119592.7641,117270.4362,97214.33815,164787.8413,219336.7772,156416.0657,132248.3685,184684.9954,189007.1179,114638.7263,113247.9204,130238.0909,162100.9884,165313.6569,119797.1107,125970.5263,148617.264,124811.2247,127437.4049,122209.181,219931.5763,183785.0851,183141.1345,85571.96225,208948.4388,196518.1423,125551.1816,143190.1162,159300.6985,148009.1136,151051.5764,152947.1368,156409.3909,152892.0167,138119.3909,137300.0456,141758.7896,142163.2515
134,639017.7613,686955.5957,535409.704,571693.4872,554941.3406,425371.9045,497134.5881,556797.4758,701146.29,447042.3512,600703.5369,598475.9444,461711.2925,456610.4217,552391.1967,565408.5377,707219.3931,532110.2813,519676.7021,412546.9323,619114.6212,524605.1396,611791.3816,644417.1812,478566.4402,484472.0285,404988.891,392750.0771,585430.9269,431895.5853,607401.0133,422805.002,481862.6802,496199.6842,481697.1196,677851.1965,617128.9901,692332.3585,559836.2645,531834.6192,481330.273,569199.4456,591017.8624,656465.0955,575965.5596,696665.0928,594627.9337,528616.53,544006.3342,498997.6768,595115.2622,620564.5664,539584.8599,626450.5869,471897.7575,553643.3645,564092.4539,554973.7629,694456.0224,579208.7663,622928.0252,542734.5797,574317.7827,556592.9886,504254.5351,558773.0118,654163.8085,549282.2464,546668.9087,568120.4122,612649.2178,582207.6707,465744.6752,496353.2546,445843.3805,478152.2043
135,25025.22489,21593.02649,11758.75309,16438.16443,13382.64931,7605.590653,11681.46273,10962.95299,30768.83091,6385.189431,16590.25419,16023.1325,6698.066273,9957.692539,7395.356875,11351.11128,14112.37607,7635.642611,9759.244871,3487.861108,11006.68823,13381.87154,22081.99718,23353.47941,18545.25377,10910.13836,10081.81878,4216.911217,14711.19879,6498.05321,12982.48534,11721.95199,10769.12984,10750.78419,11315.33069,31337.82879,23136.99407,35784.78707,23728.94258,21107.04082,14015.69881,18547.04699,25340.02968,24742.4649,18842.95549,22634.5581,27065.93871,13471.40156,18280.41325,13978.75585,22660.57622,25272.82073,12194.74066,18499.48771,21451.52918,16655.9716,14980.53922,11831.19412,32596.34196,24053.9743,30309.12615,19415.77203,24325.46964,18828.32805,10361.43525,15856.16234,27506.49345,19278.16727,20513.2723,22027.80007,21242.48054,20079.00948,16058.77117,15093.87946,14885.89006,15322.45282
136,263765.0559,254403.0118,172447.566,180953.5155,223571.0436,93298.45622,171173.287,123920.1341,270901.9798,147723.5568,189517.8837,168757.2016,118031.5663,126729.9616,121272.1979,166277.3921,213504.6967,130227.9904,129432.8037,90730.97823,122646.9865,145353.9191,214175.611,206770.7601,118340.4356,149415.1874,113423.993,69131.76794,177660.407,64783.62758,151316.1324,115243.9751,101176.8998,109405.7192,116995.1898,246111.9639,211882.6765,226750.4839,177029.0663,177782.8089,122979.5869,187604.8252,225358.7295,265605.2644,193107.0557,218854.4126,231348.3703,152820.9032,189178.2715,153118.7992,221144.5522,197594.3478,182128.7642,222721.1827,146692.2956,155840.2467,166505.3424,139825.6083,237071.8004,199918.4124,200742.7037,159226.1861,202035.0368,179889.046,145225.1655,157076.9294,237868.2956,143815.9144,147961.3948,173577.7049,196216.6263,175092.2885,132358.1439,128666.7287,130951.7866,137921.068
137,24180.38855,22045.55552,11010.19178,14353.64074,13004.32282,7363.917285,11492.40891,9554.242864,30171.03729,6956.280851,16485.85962,15898.42549,6418.134009,8308.191802,7213.07225,11389.90887,13424.01746,7949.960828,8245.294182,3755.144288,9559.197762,11338.5643,20848.40664,20633.50933,11617.35277,10226.51509,9646.437549,4321.10003,13098.45411,5750.133458,11800.18727,11097.93487,9020.165708,9786.474051,9623.40887,29618.63683,20316.38505,27846.42664,17744.17272,16282.26102,11547.17,16719.0532,22433.632,21326.90377,16431.13656,18703.81359,22135.05783,12950.75956,14882.98527,12956.93291,20670.35119,18396.37976,11589.71364,15960.627,17459.14574,14115.74351,12485.9945,9247.673367,28480.24628,21673.32735,27890.46663,17268.10912,20161.89405,16756.12785,8335.585209,11714.16113,23576.97727,16849.40622,16607.86318,17115.18596,19679.77747,15295.94926,13250.19659,13253.81094,12598.29241,12957.54558
138,120180.6996,105540.2827,63329.19747,96868.38793,94593.08425,42382.62422,92487.0478,63206.81645,131354.1938,75345.91426,97619.81065,77880.84234,49832.07452,67013.34409,58366.1107,68081.50188,79927.03416,59874.41119,52981.24944,36328.18678,38055.91392,55502.26525,93931.55239,92082.29461,51082.09426,73686.42443,66152.04952,31371.61217,76092.84954,21205.41604,58178.31742,46383.6409,37578.39858,41003.95403,43649.5571,95407.4467,87353.29366,90894.27239,80249.69327,86775.84758,58550.13096,111165.6535,109114.3464,80563.0398,80935.3848,74627.98503,79903.71977,62082.60101,74477.72165,65250.72554,116070.8307,74199.12248,85567.18254,86926.65934,83135.29213,77155.31156,77463.56567,50191.23444,95428.68751,92739.32043,78727.5705,85897.68293,73110.95684,65436.99968,50849.1866,52108.50702,95045.74437,64871.39933,63845.42626,70348.22207,78626.82781,63052.31265,52865.45898,46514.45923,59484.74185,53642.88827
139,280782.8988,273760.8924,185778.8001,223786.1601,224198.1565,122670.6208,195876.1525,166930.2379,267910.0971,211624.3406,273224.3794,214679.3707,152788.4864,155977.5725,173805.7828,221104.209,228696.1119,163019.3444,167295.5457,110787.5384,100872.7385,187984.6178,222922.704,263151.2154,166464.0855,192501.1077,176802.7114,105123.5688,209177.8075,94319.67489,182273.7078,149094.0739,133767.8192,132069.8354,135728.336,255598.0774,243058.17,189111.3554,178171.9772,216163.1694,156022.3061,249428.5373,236704.1502,240095.6275,230756.7115,208062.6401,200665.4873,178506.817,213872.7134,212074.7558,267222.9984,191925.912,235217.8864,205583.4609,188814.1761,168396.0823,229728.5876,128936.8645,247870.5918,270838.7108,219549.6788,206898.0199,235219.5323,185436.27,147664.3057,182366.9835,240679.526,168288.1711,175515.939,179430.8613,189831.2367,185252.6174,154035.6552,146137.8758,154691.4747,152806.6648
140,388309.9303,374214.9551,339722.6095,345259.5548,452194.1435,254730.0442,374771.3795,346804.7321,421362.2082,276339.3091,398827.5616,349339.2675,354788.8543,340996.6092,313776.3321,333686.2244,375222.86,277490.6046,375202.5513,249973.9875,332189.38,371296.9442,355648.4128,393605.487,290683.5113,315813.0515,378937.8707,231790.8904,380694.9058,259342.6652,351652.1538,370059.4284,375541.7683,382693.809,377501.7712,566318.5735,463015.5457,484130.8719,485333.7329,488227.0417,465380.1043,489120.8723,481682.6458,528546.8313,526188.2157,506883.5364,542601.3204,531995.3512,578480.5968,548296.5654,459321.9509,468606.5179,550053.6355,558853.1505,503671.723,473199.0482,535794.0543,453163.8692,433422.9259,504129.0639,440588.0415,505802.3424,467071.9646,492875.1405,460723.514,476165.911,508993.2389,527944.3882,559771.4331,562024.8289,555064.3726,458380.0365,455035.1674,476074.1483,475076.8204,469696.0027
141,24878.36296,22116.84673,28446.31586,27663.3981,30663.71847,25962.5673,30364.67274,29366.3045,21576.13187,27336.82924,23126.66172,27235.03648,32017.61932,27013.89407,26981.12576,26863.65835,24701.94787,24560.1678,27601.20061,28367.79616,24132.29525,32611.67731,25802.79842,24865.33118,28839.38113,30140.73162,29406.85282,26031.02902,27308.0501,24113.87893,26566.15262,29864.13584,30288.20262,30443.46848,32242.80843,23256.30473,25395.74935,23242.2631,25460.04071,26909.70739,27009.96644,28660.4413,23908.58977,26993.27317,29562.43138,26593.16964,25362.61752,29318.07954,30135.44909,29559.10867,25992.31345,23607.56679,28448.01894,27400.41211,29132.18949,25240.23232,28977.45178,25274.19296,24005.91219,26190.70255,23740.85836,25345.63297,25573.80689,27099.69985,29064.36074,29638.13104,23340.35601,28185.55382,29195.92254,27908.2493,27584.78786,25405.58525,30539.09205,30627.03368,30385.36652,29308.03335
142,37229.03791,34101.59657,35054.32316,37288.81048,33419.81543,29782.27774,31762.14212,37589.65238,35676.30903,33214.11068,32480.69794,33523.15243,33766.83686,31485.89543,33380.35224,32183.19198,35180.07641,32135.74543,31906.13393,27198.25433,32322.1588,33293.09054,35252.38808,32551.64189,31448.30116,33953.18033,29310.00316,26187.30748,35344.89626,30222.79743,34397.25162,36303.74769,37692.35068,31719.97601,31833.31346,34320.08786,34508.3289,35419.07031,36335.41002,36662.26973,34004.67421,32855.44687,35090.3528,36252.81995,35048.43108,35961.43564,38266.52285,35297.84043,31024.1159,33641.44609,34264.31312,30836.63156,35361.95509,32249.75045,36239.39181,33587.79538,31479.74841,33118.18369,36150.76373,35641.7678,35262.46001,38602.91966,34911.96763,36171.70606,31936.97017,36580.64347,36691.7709,35427.27341,36699.70404,33587.14944,35123.92053,34068.40568,34278.03613,33501.3933,34638.17742,35718.22068
143,54031.68164,54804.37241,47536.66372,47892.70876,54899.67303,33232.15963,48766.25087,45661.05097,49669.69545,41652.7389,49753.60355,46797.77162,44447.90037,46240.74527,36729.1374,49689.48051,46013.73027,32012.79843,46713.63342,37999.23036,50133.38099,54556.37235,52668.70219,52755.58374,50592.45769,47347.87144,45727.75084,36451.35159,51827.62719,42145.10829,46308.11006,51080.40699,53295.39967,54520.38201,53722.03973,54573.60018,57238.64877,52118.30741,50663.24379,50388.72821,47737.74357,62119.6487,58119.46756,53785.56898,50390.87217,52840.31866,50437.05062,51694.0424,59366.94303,52500.69836,59675.51068,54482.66615,48768.39301,56224.22219,57006.20071,50559.60519,51508.49117,44505.60784,54363.73857,54318.10386,56571.15908,51831.01026,58414.24971,55095.1298,47245.06721,51309.77402,49354.47436,54846.7157,55685.94177,55638.54435,52844.93018,48357.35375,52452.43672,55433.16256,56550.5649,58524.66078
144,1288687.878,1255210.422,1149390.151,1199544.704,1298001.373,958674.3866,1242390.346,1150430.455,1398639.108,958817.2812,1303075.631,1195137.509,1193572.733,1143578.607,1098306.706,1150124.426,1236879.952,1023117.666,1237410.117,938909.9636,1006926.314,1256766.837,1208551.082,1271828.464,1097209.646,1107827.232,1111413.925,873408.725,1236898.852,739244.7164,1200328.906,1212349.652,1216119.935,1222613.91,1222346.369,1504586.469,1368774.742,1427521.32,1294610.623,1381820.768,1300451.159,1386484.584,1469429.176,1450324.317,1375402.394,1441003.674,1486433.028,1486522.507,1485084.268,1481408.628,1397131.11,1349166.102,1505282.032,1430630.647,1431712.002,1356023.736,1456583.616,1322532.62,1325883.59,1412515.802,1347343.704,1416574.075,1307597.517,1387122.368,1218236.044,1367729.142,1424828.512,1450912.705,1492738.851,1484583.264,1501506.053,1342147.073,1332911.665,1359143.812,1354981.628,1359988.495
145,1121257.77,1127979.911,1036239.882,1044640.92,992119.5034,999515.0431,977961.6196,989709.3264,1178324.379,1071161.139,1062838.766,1057939.404,954514.1622,997974.9364,1083994.803,1065172.249,1087169.462,1076741.259,1017158.26,1025766.33,1034644.435,1002485.157,1083873.707,1065488.072,1034428.334,989205.7933,977684.6923,996356.8791,1033659.55,1000898.806,1042435.703,988374.6184,977095.2732,981276.7809,980339.4902,1090155.671,1096254.931,1109889.002,1083579.918,1085237.39,1033545.879,985680.7111,1091278.308,1040762.777,953434.9426,1000661.517,1009963.063,971716.7287,926914.9153,979308.3519,1147921.257,1068146.781,1027922.445,980777.7856,1013692.332,1043333.825,979273.9585,1053555.392,1076450.556,1029094.974,1125749.854,1120204.064,1023113.646,1027706.292,995681.0203,1017265.05,1143655.801,1004223.759,988518.3091,989928.6428,990645.042,1053629.101,1013240.962,987188.8577,976543.6184,987075.3183
114,742.0346239,863.8736994,529.15722,522.7434526,888.33049,349.1596101,634.9824108,409.9621691,1082.442615,271.9191572,665.1956037,817.5790676,400.2650903,370.6379878,395.0425065,364.5166398,789.8980727,370.0629758,617.3475162,297.1347404,473.9412365,471.7349,659.8700073,724.0919179,522.7972058,508.0972274,320.0079445,288.8295379,653.3353025,225.4484163,1031.793235,970.7380758,1074.315319,1033.197208,981.0838467,1154.346944,765.5971821,1206.812648,653.3066742,672.0388058,551.2741553,759.2247025,1227.334036,1113.113934,602.4881567,783.3589844,998.8710385,662.2270002,723.3276303,757.8413333,1027.611749,875.1114355,913.8392653,900.5891008,541.1209968,624.9147078,808.7764182,448.68327,665.5456044,833.2665359,720.2016984,807.2000297,863.4113607,707.8230595,669.6815618,864.3643988,663.7395249,917.2755018,820.0132375,1042.02709,1088.87788,13905.78157,14000.65171,14065.46539,13883.43005,14363.84457
